Id,Salary,Gender,Age,City,Education,YearsOfExperience,Remote,Department,Position
684266,87360.0,male,32,Moscow,Collage,10,No,IT,Support Specialist
169065,102400.00000000001,female,19,Ekaterinburg,School,0,No,IT,Middle Software Engineer
828408,163200.0,female,32,Moscow,School,5,No,Marketing,Marketing Manager
428309,163330.28960817718,male,25,Saint-Petersburg,Magistracy,0,Yes,Finance,Senior Accountant
966988,84000.0,female,27,Moscow,Collage,2,No,IT,Support Specialist
898034,92800.0,female,27,Ekaterinburg,Magistracy,1,No,HR,HR Specialist
105125,74880.0,male,27,Moscow,Collage,5,No,HR,HR Assistant
863619,116160.0,male,44,Kazan,Magistracy,13,No,Finance,Financial Analyst
304896,129280.00000000001,male,32,Krasnodar,Bachelor,5,No,IT,Middle Software Engineer
252986,206040.0,female,31,Moscow,Bachelor,4,Yes,Operations,Operations Manager
317577,161789.43781942077,male,42,Saint-Petersburg,Bachelor,0,Yes,Marketing,Marketing Manager
552622,161280.0,female,54,Moscow,Collage,1,No,HR,Senior HR Manager
616343,149760.0,male,43,Krasnodar,Magistracy,17,Yes,Finance,Senior Accountant
568413,97500.0,female,51,Moscow,Bachelor,28,No,Marketing,Marketing Assistant
456650,150480.0,male,48,Moscow,Collage,10,No,IT,Junior Software Engineer
285025,65519.99999999999,female,39,Ekaterinburg,Collage,18,No,Operations,Operations Coordinator
746434,95920.00000000001,female,48,Chelyabinsk,School,21,No,IT,Junior Software Engineer
454080,186480.0,female,33,Moscow,Postgraduate,5,No,HR,Senior HR Manager
935368,51955.59625212947,male,52,Saint-Petersburg,School,1,Yes,Marketing,Marketing Assistant
609596,148800.00000000003,female,54,Krasnoyarsk,School,11,Yes,IT,Senior Software Engineer
130138,91560.0,female,51,Moscow,Collage,15,No,IT,Support Specialist
610218,95920.00000000001,male,33,Novosibirsk,Specialist,0,Yes,Finance,Financial Analyst
192378,58759.99999999999,male,42,Chelyabinsk,Collage,16,No,Marketing,Marketing Assistant
686830,63223.07495741056,female,30,Saint-Petersburg,Collage,4,Yes,Marketing,Marketing Assistant
638523,106896.59284497445,female,39,Saint-Petersburg,Bachelor,11,No,HR,HR Specialist
124143,177839.99999999997,female,32,Moscow,Magistracy,3,No,Operations,Process Analyst
683921,236160.0,male,36,Moscow,Postgraduate,5,No,Finance,Senior Accountant
728317,137135.80919931858,female,21,Saint-Petersburg,School,0,No,Finance,Senior Accountant
254333,82320.0,male,34,Moscow,School,7,No,IT,Support Specialist
803076,145200.0,female,36,Moscow,Postgraduate,5,Yes,IT,Junior Software Engineer
162081,232799.99999999997,male,35,Moscow,Collage,5,No,IT,Senior Software Engineer
483345,95200.0,male,47,Krasnoyarsk,School,29,No,HR,HR Specialist
832970,218400.0,male,51,Moscow,Magistracy,15,No,HR,Senior HR Manager
876238,152000.0,female,53,Novosibirsk,School,12,No,IT,Senior Software Engineer
968280,96399.54003407156,male,31,Saint-Petersburg,School,2,No,Finance,Financial Analyst
614738,126719.99999999999,female,33,Moscow,Collage,3,No,Finance,Financial Analyst
531196,148800.0,female,44,Moscow,Magistracy,19,No,Marketing,Digital Marketing Specialist
623069,71400.0,male,25,Moscow,Collage,0,No,Operations,Operations Coordinator
707813,93280.00000000001,male,49,Novosibirsk,Collage,11,No,IT,Junior Software Engineer
233209,50400.00000000001,female,46,Nizhniy Novgorod,School,7,No,IT,Support Specialist
433955,71760.0,female,34,Moscow,Bachelor,1,Yes,Marketing,Marketing Assistant
812603,112640.00000000001,female,24,Nizhniy Novgorod,School,2,No,IT,Middle Software Engineer
960738,138600.0,male,58,Moscow,School,24,No,Finance,Financial Analyst
123703,129360.0,female,29,Moscow,Specialist,0,No,IT,Junior Software Engineer
813416,125440.0,male,54,Novosibirsk,Collage,1,No,Marketing,Marketing Manager
503607,190320.0,female,53,Moscow,Postgraduate,9,Yes,Operations,Process Analyst
399931,92400.00000000001,female,38,Nizhniy Novgorod,Collage,0,No,Finance,Financial Analyst
119988,89040.0,male,33,Moscow,Specialist,9,No,IT,Support Specialist
968947,129280.00000000001,male,39,Kazan,Collage,15,No,Marketing,Marketing Manager
478286,180479.99999999997,female,33,Moscow,Collage,5,Yes,IT,Middle Software Engineer
171121,256800.0,male,45,Moscow,Specialist,12,No,IT,Senior Software Engineer
564706,186443.06643952298,female,28,Saint-Petersburg,Postgraduate,0,No,IT,Middle Software Engineer
449464,118720.00000000001,female,42,Krasnodar,Collage,19,No,HR,Senior HR Manager
370096,117480.0,male,19,Moscow,School,1,Yes,Finance,Financial Analyst
320603,147840.0,male,41,Moscow,Bachelor,12,Yes,Finance,Financial Analyst
497830,65280.0,female,39,Nizhniy Novgorod,Bachelor,0,No,Finance,Accountant
146407,105600.0,male,52,Chelyabinsk,Collage,27,No,Marketing,Digital Marketing Specialist
552916,64959.99999999999,male,49,Krasnoyarsk,Specialist,14,Yes,IT,Support Specialist
761688,230400.0,female,39,Moscow,Magistracy,13,No,Finance,Senior Accountant
165834,295200.0,female,41,Moscow,Postgraduate,9,No,IT,Senior Software Engineer
515539,129431.55025553661,female,27,Saint-Petersburg,School,1,No,IT,Middle Software Engineer
342118,174240.0,female,54,Moscow,Postgraduate,15,No,Finance,Financial Analyst
610752,59279.99999999999,male,37,Krasnoyarsk,Bachelor,15,No,Marketing,Marketing Assistant
252205,109111.56729131175,male,42,Saint-Petersburg,School,12,Yes,IT,Junior Software Engineer
780132,105060.0,female,36,Moscow,Collage,12,Yes,Finance,Accountant
656966,54459.4804088586,male,38,Saint-Petersburg,School,3,No,Marketing,Marketing Assistant
299440,163800.0,female,40,Moscow,Collage,16,No,Operations,Process Analyst
842696,78198.22827938669,male,58,Saint-Petersburg,Bachelor,10,Yes,Operations,Operations Coordinator
594440,215719.25042589434,male,63,Saint-Petersburg,Magistracy,32,No,Finance,Senior Accountant
106673,115280.0,male,56,Chelyabinsk,School,37,No,Finance,Financial Analyst
711112,100980.0,female,31,Moscow,School,7,No,Finance,Accountant
297745,154880.0,female,36,Krasnoyarsk,Magistracy,8,No,Finance,Senior Accountant
652330,224640.0,female,40,Moscow,Postgraduate,6,No,Finance,Senior Accountant
474731,174720.0,male,46,Moscow,School,11,No,Finance,Senior Accountant
842521,107100.0,female,43,Moscow,Collage,13,No,Finance,Accountant
497367,176400.0,male,42,Moscow,Bachelor,8,No,HR,Senior HR Manager
140781,125001.601362862,male,39,Saint-Petersburg,Magistracy,9,No,Finance,Financial Analyst
718643,92400.00000000001,male,49,Ekaterinburg,Collage,15,No,IT,Junior Software Engineer
900824,70400.0,female,18,Ufa,School,0,No,HR,HR Specialist
743016,114408.24531516182,male,39,Saint-Petersburg,Magistracy,7,No,Finance,Financial Analyst
867637,211200.0,female,51,Moscow,Collage,19,Yes,Marketing,Marketing Manager
156304,106080.0,female,38,Moscow,Collage,8,No,Finance,Accountant
852927,125399.99999999999,male,21,Moscow,School,0,No,IT,Junior Software Engineer
336023,152320.0,female,41,Chelyabinsk,Bachelor,17,No,Marketing,Marketing Manager
765989,78480.0,male,46,Moscow,Bachelor,15,Yes,HR,HR Assistant
150178,139920.0,male,37,Moscow,School,13,No,Finance,Financial Analyst
178260,74827.61499148211,female,41,Saint-Petersburg,Bachelor,9,No,IT,Support Specialist
634026,68086.3884156729,female,35,Saint-Petersburg,Bachelor,8,No,Operations,Operations Coordinator
928307,120120.00000000001,female,19,Moscow,School,0,No,IT,Junior Software Engineer
747928,121200.0,male,23,Moscow,Collage,3,No,Marketing,Digital Marketing Specialist
502542,116279.99999999999,female,41,Moscow,Specialist,11,Yes,Finance,Accountant
214639,199920.0,male,60,Moscow,School,10,No,Operations,Operations Manager
618570,76440.0,male,43,Moscow,School,10,Yes,Marketing,Marketing Assistant
640378,120120.00000000001,male,18,Moscow,School,0,No,Finance,Financial Analyst
506729,152320.0,female,41,Ufa,Collage,21,No,IT,Middle Software Engineer
163914,205440.0,male,55,Moscow,Collage,21,No,IT,Middle Software Engineer
448649,155760.0,female,40,Moscow,Specialist,6,No,IT,Junior Software Engineer
134910,88000.00000000001,male,53,Krasnoyarsk,Bachelor,14,Yes,Marketing,Digital Marketing Specialist
224646,126000.0,female,36,Moscow,Collage,0,No,Marketing,Digital Marketing Specialist
287350,75501.73764906303,female,33,Saint-Petersburg,Bachelor,7,No,Operations,Operations Coordinator
313164,84313.48381601363,male,32,Saint-Petersburg,Collage,4,Yes,Finance,Accountant
810474,87360.0,female,53,Moscow,School,23,Yes,IT,Support Specialist
827160,152320.0,male,51,Novosibirsk,Specialist,14,Yes,Finance,Senior Accountant
659697,58240.00000000001,male,37,Chelyabinsk,Collage,8,No,IT,Support Specialist
365500,202800.0,female,57,Moscow,Collage,37,No,Operations,Process Analyst
926234,168960.0,male,46,Moscow,Bachelor,19,No,IT,Junior Software Engineer
628435,76127.70868824531,female,41,Saint-Petersburg,Collage,2,No,Finance,Accountant
595513,109785.68994889266,female,51,Saint-Petersburg,Collage,14,No,Marketing,Digital Marketing Specialist
844212,181050.08517887563,male,35,Saint-Petersburg,School,4,No,IT,Senior Software Engineer
808258,129280.00000000001,female,36,Nizhniy Novgorod,Collage,16,Yes,Finance,Senior Accountant
958228,162240.0,female,44,Moscow,Collage,2,Yes,Operations,Process Analyst
604966,55120.00000000001,male,49,Kazan,Collage,9,No,Marketing,Marketing Assistant
594116,51520.00000000001,female,47,Ufa,Collage,1,Yes,IT,Support Specialist
347002,91560.0,male,43,Moscow,Bachelor,11,No,IT,Support Specialist
704580,134640.0,female,29,Moscow,Collage,8,No,IT,Junior Software Engineer
620068,63839.99999999999,female,46,Krasnodar,Collage,11,No,IT,Support Specialist
818386,95040.00000000001,female,39,Ekaterinburg,Bachelor,7,No,IT,Junior Software Engineer
121357,145520.00000000003,male,40,Ufa,Collage,6,Yes,Operations,Operations Manager
885866,163330.28960817718,male,51,Saint-Petersburg,Collage,14,No,IT,Middle Software Engineer
294756,144640.0,male,45,Kazan,School,15,No,Finance,Senior Accountant
777553,109785.68994889266,female,28,Saint-Petersburg,Magistracy,2,No,Marketing,Digital Marketing Specialist
261068,157440.0,male,46,Kazan,Specialist,14,No,Finance,Senior Accountant
421663,171034.54855195913,male,44,Saint-Petersburg,Specialist,9,No,IT,Middle Software Engineer
682469,231127.76831345822,female,32,Saint-Petersburg,Magistracy,7,No,IT,Senior Software Engineer
136000,85600.00000000001,male,48,Chelyabinsk,Collage,21,No,Marketing,Digital Marketing Specialist
101910,216959.99999999997,female,44,Moscow,School,16,No,IT,Middle Software Engineer
431931,177197.95570698465,male,38,Saint-Petersburg,Postgraduate,2,Yes,IT,Middle Software Engineer
578369,126719.99999999999,male,36,Moscow,Bachelor,6,No,Finance,Financial Analyst
210964,117600.00000000001,female,47,Krasnodar,School,21,No,HR,Senior HR Manager
710239,89760.0,male,32,Kazan,Collage,5,No,Finance,Financial Analyst
815996,179400.0,female,50,Moscow,Magistracy,6,No,Operations,Process Analyst
450046,148981.1073253833,male,32,Saint-Petersburg,Magistracy,5,No,Operations,Process Analyst
627969,107360.0,male,45,Nizhniy Novgorod,Collage,23,No,Finance,Financial Analyst
329460,83460.0,male,39,Moscow,Collage,14,Yes,Marketing,Marketing Assistant
780812,139920.0,male,33,Moscow,Collage,4,No,IT,Junior Software Engineer
849626,54880.0,male,35,Ufa,Bachelor,0,No,Operations,Operations Coordinator
292722,290400.0,female,55,Moscow,School,27,No,IT,Senior Software Engineer
997257,223200.00000000003,female,28,Moscow,Collage,2,No,IT,Senior Software Engineer
763234,107520.0,female,18,Krasnodar,School,0,No,HR,Senior HR Manager
858809,72240.0,male,38,Moscow,School,4,No,IT,Support Specialist
809498,90480.00000000001,male,45,Ufa,Collage,1,Yes,Operations,Process Analyst
177339,138000.0,female,47,Moscow,Collage,18,Yes,HR,HR Specialist
422175,125399.99999999999,female,40,Moscow,Collage,9,No,IT,Junior Software Engineer
667523,92400.0,female,45,Moscow,Bachelor,18,No,Operations,Operations Coordinator
938437,101696.21805792162,male,27,Saint-Petersburg,School,2,No,IT,Junior Software Engineer
539359,64041.65247018739,female,35,Saint-Petersburg,Collage,5,No,IT,Support Specialist
158058,130298.27938671209,female,43,Saint-Petersburg,Bachelor,14,No,Finance,Financial Analyst
164465,146188.31345826233,female,57,Saint-Petersburg,Postgraduate,23,No,IT,Junior Software Engineer
240592,93840.00000000001,female,32,Moscow,School,8,Yes,Finance,Accountant
718241,85680.0,male,29,Moscow,Collage,2,No,IT,Support Specialist
959774,156000.0,male,26,Moscow,School,7,No,Operations,Process Analyst
370538,139520.00000000003,male,30,Chelyabinsk,Bachelor,7,No,Marketing,Marketing Manager
501727,140400.0,female,53,Moscow,Bachelor,11,Yes,HR,HR Specialist
678723,184320.0,male,57,Moscow,School,6,No,IT,Middle Software Engineer
747202,56000.0,male,23,Ufa,Bachelor,1,No,IT,Support Specialist
477357,132513.25383304938,male,40,Saint-Petersburg,School,4,No,Finance,Senior Accountant
970579,92800.0,male,43,Ufa,Postgraduate,7,No,HR,HR Specialist
691831,86240.0,female,32,Kazan,Bachelor,4,No,IT,Junior Software Engineer
904231,172575.4003407155,female,39,Saint-Petersburg,Collage,13,No,IT,Middle Software Engineer
329790,149462.62350936967,male,41,Saint-Petersburg,Collage,9,No,IT,Middle Software Engineer
486207,92400.00000000001,female,29,Chelyabinsk,Collage,9,No,IT,Junior Software Engineer
610937,49920.0,female,51,Nizhniy Novgorod,Collage,7,No,Marketing,Marketing Assistant
879305,201600.0,female,41,Moscow,Collage,15,No,HR,Senior HR Manager
488184,103320.0,female,43,Moscow,Specialist,8,No,IT,Support Specialist
468142,60093.21976149914,female,46,Saint-Petersburg,School,23,No,HR,HR Assistant
259024,79560.0,female,26,Moscow,Collage,0,Yes,Marketing,Marketing Assistant
242768,196458.6030664395,female,28,Saint-Petersburg,Collage,2,No,IT,Senior Software Engineer
464953,113348.90971039183,female,34,Saint-Petersburg,Magistracy,4,No,IT,Junior Software Engineer
903173,96599.99999999999,male,45,Moscow,Bachelor,7,No,IT,Support Specialist
607427,126000.0,male,45,Moscow,Collage,12,Yes,Marketing,Digital Marketing Specialist
735849,109785.68994889266,female,43,Saint-Petersburg,Specialist,19,Yes,HR,HR Specialist
882070,100980.0,male,60,Moscow,School,15,No,Finance,Accountant
853987,132000.0,female,32,Moscow,Collage,7,Yes,Finance,Financial Analyst
611588,71457.00170357751,female,37,Saint-Petersburg,Collage,16,Yes,Operations,Operations Coordinator
868288,205440.0,female,59,Moscow,Collage,14,No,Marketing,Marketing Manager
154518,109785.68994889266,male,35,Saint-Petersburg,Magistracy,8,No,HR,HR Specialist
667402,130560.00000000001,male,37,Novosibirsk,Collage,8,No,IT,Middle Software Engineer
487401,304800.0,male,36,Moscow,Postgraduate,3,No,IT,Senior Software Engineer
755298,141240.0,female,39,Moscow,School,14,Yes,IT,Junior Software Engineer
513382,179124.02044293017,male,40,Saint-Petersburg,Collage,5,No,IT,Senior Software Engineer
431852,141240.0,male,37,Moscow,Bachelor,7,No,IT,Junior Software Engineer
191636,57781.94207836456,male,34,Saint-Petersburg,Specialist,4,Yes,HR,HR Assistant
378307,145200.0,female,43,Moscow,Collage,21,No,Finance,Financial Analyst
768944,117489.94889267461,male,54,Saint-Petersburg,Magistracy,19,Yes,HR,HR Specialist
361895,70560.0,female,46,Moscow,Bachelor,0,No,HR,HR Assistant
419719,84746.84838160136,male,26,Saint-Petersburg,Collage,3,No,Marketing,Digital Marketing Specialist
179851,96800.00000000001,female,37,Ufa,Specialist,14,No,IT,Junior Software Engineer
582671,65726.9591141397,male,48,Saint-Petersburg,Collage,20,No,Marketing,Marketing Assistant
990631,56560.0,male,32,Chelyabinsk,Collage,9,No,IT,Support Specialist
182475,111600.00000000001,male,35,Moscow,School,2,Yes,Marketing,Digital Marketing Specialist
928657,116279.99999999999,female,50,Moscow,Collage,26,No,Finance,Accountant
166119,154440.0,male,51,Moscow,Magistracy,11,No,IT,Junior Software Engineer
388012,167952.84497444634,male,33,Saint-Petersburg,Collage,12,No,IT,Middle Software Engineer
124294,79800.0,male,38,Moscow,School,14,No,IT,Support Specialist
324328,120000.0,female,34,Moscow,Collage,5,No,Marketing,Digital Marketing Specialist
459965,159120.0,female,23,Moscow,Bachelor,0,Yes,Operations,Process Analyst
684038,201600.0,male,44,Ufa,Postgraduate,7,No,IT,Senior Software Engineer
695277,188760.0,male,45,Moscow,Bachelor,21,No,Operations,Process Analyst
910089,113520.0,male,18,Moscow,School,0,No,IT,Junior Software Engineer
555934,99577.5468483816,male,26,Saint-Petersburg,Collage,1,No,Finance,Financial Analyst
180326,206400.0,female,47,Ekaterinburg,Magistracy,15,No,IT,Senior Software Engineer
379077,126719.99999999999,female,47,Moscow,Collage,3,No,Finance,Financial Analyst
253759,129600.0,male,41,Moscow,Collage,7,Yes,Marketing,Digital Marketing Specialist
818890,95759.99999999999,female,48,Moscow,School,25,Yes,IT,Support Specialist
834989,123600.0,female,35,Moscow,School,9,No,HR,HR Specialist
970393,137135.80919931858,male,33,Saint-Petersburg,School,4,No,Marketing,Marketing Manager
367565,198120.0,female,48,Moscow,Collage,27,No,Operations,Process Analyst
602278,151040.0,female,40,Krasnoyarsk,Collage,16,No,Marketing,Marketing Manager
157971,61440.0,male,53,Nizhniy Novgorod,Collage,24,No,HR,HR Assistant
997230,118559.99999999999,male,55,Novosibirsk,Specialist,4,No,Operations,Process Analyst
264094,86240.0,female,49,Chelyabinsk,Collage,12,No,IT,Junior Software Engineer
195243,91560.0,female,37,Moscow,Collage,12,No,Operations,Operations Coordinator
543298,124160.0,male,45,Krasnodar,Collage,8,No,IT,Middle Software Engineer
717909,75501.73764906303,male,32,Saint-Petersburg,Bachelor,10,Yes,IT,Support Specialist
728572,69719.99999999999,male,22,Moscow,School,2,Yes,Operations,Operations Coordinator
765294,122880.0,male,21,Krasnoyarsk,Collage,1,No,Marketing,Marketing Manager
557329,254400.0,male,41,Moscow,School,15,Yes,IT,Senior Software Engineer
378620,116399.99999999999,female,59,Moscow,School,6,No,HR,HR Specialist
656313,201600.0,female,43,Moscow,Magistracy,0,Yes,Marketing,Marketing Manager
937867,168960.0,female,27,Moscow,Collage,2,No,IT,Middle Software Engineer
775313,139200.0,male,47,Moscow,Bachelor,12,No,HR,HR Specialist
709211,68760.51107325383,female,53,Saint-Petersburg,Bachelor,15,No,HR,HR Assistant
362199,136960.00000000003,male,43,Nizhniy Novgorod,Bachelor,15,No,Finance,Senior Accountant
505769,112200.0,male,47,Moscow,Collage,6,Yes,Finance,Accountant
960226,56000.0,female,49,Chelyabinsk,Bachelor,8,No,Operations,Operations Coordinator
720786,80340.0,female,39,Moscow,Bachelor,8,No,Marketing,Marketing Assistant
462382,56680.00000000001,male,47,Novosibirsk,School,22,No,Marketing,Marketing Assistant
395988,126000.0,male,29,Moscow,School,5,No,HR,HR Specialist
791605,186443.06643952298,male,56,Saint-Petersburg,Magistracy,20,Yes,IT,Middle Software Engineer
765375,50880.00000000001,female,44,Nizhniy Novgorod,Bachelor,14,No,HR,HR Assistant
532476,76160.00000000001,female,45,Kazan,Collage,7,Yes,Finance,Accountant
511205,112200.0,female,37,Moscow,Specialist,1,No,Finance,Accountant
268501,133120.0,male,26,Krasnodar,Collage,4,No,IT,Middle Software Engineer
624351,55440.0,female,49,Novosibirsk,School,5,Yes,IT,Support Specialist
597884,237600.0,female,27,Moscow,School,3,Yes,IT,Senior Software Engineer
186856,112799.99999999999,female,37,Moscow,School,10,No,HR,HR Specialist
140729,104400.0,female,27,Moscow,School,5,No,Marketing,Digital Marketing Specialist
594551,117600.0,female,31,Moscow,Specialist,1,No,HR,HR Specialist
845636,80000.0,female,27,Kazan,School,6,No,HR,HR Specialist
328603,211200.0,male,30,Moscow,Collage,1,No,IT,Senior Software Engineer
475926,201960.0,female,29,Moscow,Bachelor,2,Yes,Operations,Operations Manager
807175,145600.0,male,47,Chelyabinsk,Specialist,17,No,HR,Senior HR Manager
714912,228480.0,female,47,Moscow,Magistracy,11,No,Operations,Operations Manager
942206,141240.0,female,32,Moscow,Magistracy,7,Yes,Finance,Financial Analyst
657242,51360.00000000001,female,42,Ufa,School,24,No,HR,HR Assistant
195736,117600.0,female,36,Moscow,Bachelor,4,No,Marketing,Digital Marketing Specialist
145244,80894.71890971038,female,47,Saint-Petersburg,Specialist,5,No,Operations,Operations Coordinator
235505,94080.0,male,54,Moscow,School,24,No,IT,Support Specialist
193065,82820.78364565587,female,32,Saint-Petersburg,Collage,0,No,Marketing,Digital Marketing Specialist
701140,132000.0,female,39,Moscow,School,10,Yes,Marketing,Digital Marketing Specialist
295241,52520.0,male,29,Novosibirsk,Bachelor,5,No,Marketing,Marketing Assistant
729661,174400.00000000003,male,42,Ekaterinburg,Specialist,8,No,IT,Senior Software Engineer
977275,169493.69676320272,female,32,Saint-Petersburg,Bachelor,8,Yes,IT,Middle Software Engineer
422537,166320.0,male,38,Moscow,Postgraduate,4,Yes,IT,Junior Software Engineer
239560,191065.62180579215,female,46,Saint-Petersburg,Specialist,10,Yes,Marketing,Marketing Manager
553049,148480.0,female,53,Nizhniy Novgorod,Magistracy,0,No,Marketing,Marketing Manager
110482,76127.70868824531,female,44,Saint-Petersburg,Bachelor,0,No,Finance,Accountant
118579,220799.99999999997,female,41,Moscow,Collage,10,No,Marketing,Marketing Manager
702643,78400.0,male,28,Krasnoyarsk,Bachelor,2,No,Marketing,Digital Marketing Specialist
503290,87360.0,female,43,Moscow,School,15,No,Marketing,Marketing Assistant
669788,97680.00000000001,male,43,Novosibirsk,Collage,7,No,Finance,Financial Analyst
208009,72240.0,female,59,Nizhniy Novgorod,Collage,29,No,Operations,Operations Coordinator
185640,81600.0,female,24,Novosibirsk,Bachelor,0,No,Marketing,Digital Marketing Specialist
283749,81039.1737649063,female,37,Saint-Petersburg,Bachelor,8,No,Finance,Accountant
500454,124079.99999999999,female,50,Chelyabinsk,Postgraduate,18,No,Finance,Financial Analyst
822423,175657.10391822827,female,39,Saint-Petersburg,Collage,15,No,IT,Middle Software Engineer
873511,184320.0,female,41,Moscow,Collage,10,No,Finance,Senior Accountant
382631,89880.0,female,31,Moscow,Collage,8,No,IT,Support Specialist
171852,82242.96422487222,female,52,Saint-Petersburg,Collage,27,No,IT,Support Specialist
274989,178080.0,male,23,Moscow,Bachelor,1,Yes,HR,Senior HR Manager
618279,235200.0,female,46,Moscow,School,8,No,IT,Senior Software Engineer
601408,78000.0,male,56,Moscow,Collage,8,No,Marketing,Marketing Assistant
700059,297600.0,female,50,Moscow,Magistracy,20,No,IT,Senior Software Engineer
591525,82676.32879045996,female,42,Saint-Petersburg,School,21,No,Finance,Accountant
270353,151320.0,female,31,Moscow,School,7,Yes,Operations,Process Analyst
338641,69916.14991482112,male,52,Saint-Petersburg,Bachelor,25,Yes,HR,HR Assistant
428249,173345.8262350937,female,46,Saint-Petersburg,Collage,4,No,IT,Senior Software Engineer
598562,86580.0,male,54,Moscow,Collage,10,No,Marketing,Marketing Assistant
316191,104040.0,female,36,Moscow,School,14,No,Finance,Accountant
221270,152320.00000000003,male,42,Kazan,School,12,No,Operations,Operations Manager
428697,48000.0,female,42,Nizhniy Novgorod,Collage,9,No,HR,HR Assistant
386428,155760.0,male,59,Moscow,School,22,No,Finance,Financial Analyst
588043,129600.0,female,38,Moscow,Collage,11,No,HR,HR Specialist
944582,158804.0374787053,male,36,Saint-Petersburg,Specialist,2,No,Operations,Operations Manager
783910,207360.0,male,42,Moscow,Bachelor,9,Yes,IT,Middle Software Engineer
177155,72760.00000000001,female,39,Ekaterinburg,Collage,12,Yes,Finance,Accountant
400952,160680.0,male,39,Moscow,School,13,No,Operations,Process Analyst
628995,138240.00000000003,male,43,Novosibirsk,Collage,12,No,IT,Middle Software Engineer
890030,125440.0,male,33,Kazan,Collage,12,No,Finance,Senior Accountant
322794,195840.0,male,26,Moscow,Collage,2,Yes,IT,Middle Software Engineer
852597,118800.0,male,18,Moscow,School,0,No,HR,HR Specialist
743036,180479.99999999997,female,29,Moscow,Collage,6,No,Marketing,Marketing Manager
361335,113348.90971039183,male,39,Saint-Petersburg,School,16,No,Finance,Financial Analyst
738069,139920.0,male,29,Moscow,Bachelor,5,Yes,IT,Junior Software Engineer
473602,154440.0,female,41,Moscow,School,19,No,IT,Junior Software Engineer
817985,109140.0,female,50,Moscow,Bachelor,12,No,Finance,Accountant
337250,118559.99999999999,female,41,Krasnodar,Bachelor,6,No,Operations,Process Analyst
114590,158720.0,male,54,Novosibirsk,Postgraduate,18,No,Marketing,Marketing Manager
743999,57120.00000000001,female,37,Ufa,Bachelor,12,No,Operations,Operations Coordinator
689118,125840.0,male,48,Novosibirsk,Bachelor,26,No,Operations,Process Analyst
645716,64959.99999999999,female,35,Ekaterinburg,Bachelor,13,No,IT,Support Specialist
539089,158707.734241908,female,24,Saint-Petersburg,Collage,0,No,Finance,Senior Accountant
530742,83160.0,female,35,Moscow,School,2,No,Operations,Operations Coordinator
999131,118645.5877342419,male,33,Saint-Petersburg,Collage,7,No,Finance,Financial Analyst
118640,83591.20954003406,male,48,Saint-Petersburg,Bachelor,17,No,Operations,Operations Coordinator
356181,137280.0,male,52,Moscow,School,8,No,Finance,Financial Analyst
848934,72540.0,male,22,Moscow,Collage,2,No,Marketing,Marketing Assistant
449580,222719.99999999997,female,50,Moscow,Bachelor,7,No,IT,Middle Software Engineer
952439,133120.0,female,30,Ekaterinburg,Collage,6,No,IT,Middle Software Engineer
305325,76320.0,female,42,Moscow,Bachelor,3,No,HR,HR Assistant
573093,61360.0,female,56,Ekaterinburg,School,29,No,Marketing,Marketing Assistant
325257,142800.0,male,48,Moscow,Postgraduate,9,No,HR,HR Specialist
276251,119340.0,female,44,Moscow,Collage,24,Yes,Finance,Accountant
994609,80080.00000000001,female,52,Kazan,School,1,No,Finance,Financial Analyst
742954,142560.0,male,35,Moscow,Collage,3,Yes,Finance,Financial Analyst
248369,115563.88415672911,male,34,Saint-Petersburg,Magistracy,1,No,Marketing,Digital Marketing Specialist
677696,64137.95570698468,male,37,Saint-Petersburg,Collage,11,No,HR,HR Assistant
303204,110399.99999999999,male,50,Ufa,Magistracy,21,No,HR,HR Specialist
142675,152544.32708688246,male,24,Saint-Petersburg,Collage,3,No,IT,Middle Software Engineer
254572,99120.0,male,43,Moscow,School,23,Yes,IT,Support Specialist
832446,67604.87223168653,female,38,Saint-Petersburg,Collage,17,No,Marketing,Marketing Assistant
187238,115467.58091993186,female,41,Saint-Petersburg,School,13,Yes,IT,Junior Software Engineer
463439,78780.0,male,35,Moscow,Collage,8,No,Marketing,Marketing Assistant
353704,134640.0,male,32,Moscow,Collage,9,No,IT,Junior Software Engineer
206871,67080.0,female,18,Moscow,School,0,No,Marketing,Marketing Assistant
977630,49400.0,male,18,Novosibirsk,School,0,No,Marketing,Marketing Assistant
529321,68760.51107325383,female,52,Saint-Petersburg,Collage,19,No,HR,HR Assistant
280037,78000.0,male,53,Moscow,Specialist,3,Yes,Marketing,Marketing Assistant
931169,228480.0,female,54,Moscow,School,26,No,Finance,Senior Accountant
441003,143880.0,male,41,Moscow,Bachelor,18,Yes,Finance,Financial Analyst
624396,147600.0,female,39,Moscow,Magistracy,12,No,HR,HR Specialist
261701,106896.59284497445,female,31,Saint-Petersburg,Specialist,1,No,HR,HR Specialist
530073,111360.00000000001,male,47,Nizhniy Novgorod,School,1,No,IT,Middle Software Engineer
211795,118800.0,female,44,Moscow,School,11,No,Marketing,Digital Marketing Specialist
595886,140217.51277683134,male,36,Saint-Petersburg,Collage,0,Yes,Marketing,Marketing Manager
530620,54320.0,female,18,Krasnodar,School,0,No,IT,Support Specialist
519263,141240.0,male,35,Moscow,Bachelor,7,No,Finance,Financial Analyst
329005,55679.99999999999,female,50,Kazan,Bachelor,7,Yes,HR,HR Assistant
